"id","milvus_pk","source_id","chunk_id","policy_title","event_time","release_time","ingest_time","content","source_url","created_at","updated_at"
"1","462953300327245101","1","policy_1_0","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","中华人民共和国招标投标法实施条例 
中华人民共和国招标投标法实施条例(2011年12月20日中华人民共和国国务院令第613号公布　根据2017年3月1日《国务院关于修改和废止部分行政法规的决定》第一次修订　根据2018年3月19日《国务院关于修改和废止部分行政法规的决定》第二次修订　根据2019年3月2日《国务院关于修改部分行政法规的决定》第三次修订)第一章　总则第一条　为了规范招标投标活动，根据《中华人民共和国招标投标法》(以下简称招标投标法)，制定本条例。第二条　招标投标法第三条所称工程建设项目，是指工程以及与工程建设有关的货物、服务。前款所称工程，是指建设工程，包括建筑物和构筑物的新建、改建、扩建及其相关的装修、拆除、修缮等；所称与工程建设有关的货物，是指构成工程不可分割的组成部分，且为实现工程基本功能所必需的设备、材料等；所称与工程建设有关的服务，是指为完成工程所需的勘察、设计、监理等服务。第三条　依法必须进行招标的工程建设项目的具体范围和规模标准，由国务院发展改革部门会同国务院有关部门制订，报国务院批准后公布施行。第四条　国务院发展改革部门指导和协调全国招标投标工作，对国家重大建设项目的工程招标投标","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"2","462953300327245102","1","policy_1_1","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","准后公布施行。第四条　国务院发展改革部门指导和协调全国招标投标工作，对国家重大建设项目的工程招标投标活动实施监督检查。国务院工业和信息化、住房城乡建设、交通运输、铁道、水利、商务等部门，按照规定的职责分工对有关招标投标活动实施监督。县级以上地方人民政府发展改革部门指导和协调本行政区域的招标投标工作。县级以上地方人民政府有关部门按照规定的职责分工，对招标投标活动实施监督，依法查处招标投标活动中的违法行为。县级以上地方人民政府对其所属部门有关招标投标活动的监督职责分工另有规定的，从其规定。财政部门依法对实行招标投标的政府采购工程建设项目的政府采购政策执行情况实施监督。监察机关依法对与招标投标活动有关的监察对象实施监察。第五条　设区的市级以上地方人民政府可以根据实际需要，建立统一规范的招标投标交易场所，为招标投标活动提供服务。招标投标交易场所不得与行政监督部门存在隶属关系，不得以营利为目的。国家鼓励利用信息网络进行电子招标投标。第六条　禁止国家工作人员以任何方式非法干涉招标投标活动。第二章　招标第七条　按照国家有关规定需要履行项目审批、核准手续的依法必须进行招标的项目，其招标范围、招标方式、招标组织形式应当报项目审","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"3","462953300327245103","1","policy_1_2","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","定需要履行项目审批、核准手续的依法必须进行招标的项目，其招标范围、招标方式、招标组织形式应当报项目审批、核准部门审批、核准。项目审批、核准部门应当及时将审批、核准确定的招标范围、招标方式、招标组织形式通报有关行政监督部门。第八条　国有资金占控股或者主导地位的依法必须进行招标的项目，应当公开招标；但有下列情形之一的，可以邀请招标：(一)技术复杂、有特殊要求或者受自然环境限制，只有少量潜在投标人可供选择；(二)采用公开招标方式的费用占项目合同金额的比例过大。有前款第二项所列情形，属于本条例第七条规定的项目，由项目审批、核准部门在审批、核准项目时作出认定；其他项目由招标人申请有关行政监督部门作出认定。第九条　除招标投标法第六十六条规定的可以不进行招标的特殊情况外，有下列情形之一的，可以不进行招标：(一)需要采用不可替代的专利或者专有技术；(二)采购人依法能够自行建设、生产或者提供；(三)已通过招标方式选定的特许经营项目投资人依法能够自行建设、生产或者提供；(四)需要向原中标人采购工程、货物或者服务，否则将影响施工或者功能配套要求；(五)国家规定的其他特殊情形。招标人为适用前款规定弄虚作假的，属于招标投标法第四条规定","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"4","462953300327245104","1","policy_1_3","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","功能配套要求；(五)国家规定的其他特殊情形。招标人为适用前款规定弄虚作假的，属于招标投标法第四条规定的规避招标。第十条　招标投标法第十二条第二款规定的招标人具有编制招标文件和组织评标能力，是指招标人具有与招标项目规模和复杂程度相适应的技术、经济等方面的专业人员。第十一条　国务院住房城乡建设、商务、发展改革、工业和信息化等部门，按照规定的职责分工对招标代理机构依法实施监督管理。第十二条　招标代理机构应当拥有一定数量的具备编制招标文件、组织评标等相应能力的专业人员。第十三条　招标代理机构在招标人委托的范围内开展招标代理业务，任何单位和个人不得非法干涉。招标代理机构代理招标业务，应当遵守招标投标法和本条例关于招标人的规定。招标代理机构不得在所代理的招标项目中投标或者代理投标，也不得为所代理的招标项目的投标人提供咨询。第十四条　招标人应当与被委托的招标代理机构签订书面委托合同，合同约定的收费标准应当符合国家有关规定。第十五条　公开招标的项目，应当依照招标投标法和本条例的规定发布招标公告、编制招标文件。招标人采用资格预审办法对潜在投标人进行资格审查的，应当发布资格预审公告、编制资格预审文件。依法必须进行招标的项目的资格","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"5","462953300327245105","1","policy_1_4","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","办法对潜在投标人进行资格审查的，应当发布资格预审公告、编制资格预审文件。依法必须进行招标的项目的资格预审公告和招标公告，应当在国务院发展改革部门依法指定的媒介发布。在不同媒介发布的同一招标项目的资格预审公告或者招标公告的内容应当一致。指定媒介发布依法必须进行招标的项目的境内资格预审公告、招标公告，不得收取费用。编制依法必须进行招标的项目的资格预审文件和招标文件，应当使用国务院发展改革部门会同有关行政监督部门制定的标准文本。第十六条　招标人应当按照资格预审公告、招标公告或者投标邀请书规定的时间、地点发售资格预审文件或者招标文件。资格预审文件或者招标文件的发售期不得少于5日。招标人发售资格预审文件、招标文件收取的费用应当限于补偿印刷、邮寄的成本支出，不得以营利为目的。第十七条　招标人应当合理确定提交资格预审申请文件的时间。依法必须进行招标的项目提交资格预审申请文件的时间，自资格预审文件停止发售之日起不得少于5日。第十八条　资格预审应当按照资格预审文件载明的标准和方法进行。国有资金占控股或者主导地位的依法必须进行招标的项目，招标人应当组建资格审查委员会审查资格预审申请文件。资格审查委员会及其成员应当遵守招标投标法和","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"6","462953300327245106","1","policy_1_5","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","的项目，招标人应当组建资格审查委员会审查资格预审申请文件。资格审查委员会及其成员应当遵守招标投标法和本条例有关评标委员会及其成员的规定。第十九条　资格预审结束后，招标人应当及时向资格预审申请人发出资格预审结果通知书。未通过资格预审的申请人不具有投标资格。通过资格预审的申请人少于3个的，应当重新招标。第二十条　招标人采用资格后审办法对投标人进行资格审查的，应当在开标后由评标委员会按照招标文件规定的标准和方法对投标人的资格进行审查。第二十一条　招标人可以对已发出的资格预审文件或者招标文件进行必要的澄清或者修改。澄清或者修改的内容可能影响资格预审申请文件或者投标文件编制的，招标人应当在提交资格预审申请文件截止时间至少3日前，或者投标截止时间至少15日前，以书面形式通知所有获取资格预审文件或者招标文件的潜在投标人；不足3日或者15日的，招标人应当顺延提交资格预审申请文件或者投标文件的截止时间。第二十二条　潜在投标人或者其他利害关系人对资格预审文件有异议的，应当在提交资格预审申请文件截止时间2日前提出；对招标文件有异议的，应当在投标截止时间10日前提出。招标人应当自收到异议之日起3日内作出答复；作出答复前，应当暂停招标","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"7","462953300327245107","1","policy_1_6","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","，应当在投标截止时间10日前提出。招标人应当自收到异议之日起3日内作出答复；作出答复前，应当暂停招标投标活动。第二十三条　招标人编制的资格预审文件、招标文件的内容违反法律、行政法规的强制性规定，违反公开、公平、公正和诚实信用原则，影响资格预审结果或者潜在投标人投标的，依法必须进行招标的项目的招标人应当在修改资格预审文件或者招标文件后重新招标。第二十四条　招标人对招标项目划分标段的，应当遵守招标投标法的有关规定，不得利用划分标段限制或者排斥潜在投标人。依法必须进行招标的项目的招标人不得利用划分标段规避招标。第二十五条　招标人应当在招标文件中载明投标有效期。投标有效期从提交投标文件的截止之日起算。第二十六条　招标人在招标文件中要求投标人提交投标保证金的，投标保证金不得超过招标项目估算价的2%。投标保证金有效期应当与投标有效期一致。依法必须进行招标的项目的境内投标单位，以现金或者支票形式提交的投标保证金应当从其基本账户转出。招标人不得挪用投标保证金。第二十七条　招标人可以自行决定是否编制标底。一个招标项目只能有一个标底。标底必须保密。接受委托编制标底的中介机构不得参加受托编制标底项目的投标，也不得为该项目的投标人编","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"8","462953300327245108","1","policy_1_7","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","底。标底必须保密。接受委托编制标底的中介机构不得参加受托编制标底项目的投标，也不得为该项目的投标人编制投标文件或者提供咨询。招标人设有最高投标限价的，应当在招标文件中明确最高投标限价或者最高投标限价的计算方法。招标人不得规定最低投标限价。第二十八条　招标人不得组织单个或者部分潜在投标人踏勘项目现场。第二十九条　招标人可以依法对工程以及与工程建设有关的货物、服务全部或者部分实行总承包招标。以暂估价形式包括在总承包范围内的工程、货物、服务属于依法必须进行招标的项目范围且达到国家规定规模标准的，应当依法进行招标。前款所称暂估价，是指总承包招标时不能确定价格而由招标人在招标文件中暂时估定的工程、货物、服务的金额。第三十条　对技术复杂或者无法精确拟定技术规格的项目，招标人可以分两阶段进行招标。第一阶段，投标人按照招标公告或者投标邀请书的要求提交不带报价的技术建议，招标人根据投标人提交的技术建议确定技术标准和要求，编制招标文件。第二阶段，招标人向在第一阶段提交技术建议的投标人提供招标文件，投标人按照招标文件的要求提交包括最终技术方案和投标报价的投标文件。招标人要求投标人提交投标保证金的，应当在第二阶段提出。第三十一条　招","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"9","462953300327245109","1","policy_1_8","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","终技术方案和投标报价的投标文件。招标人要求投标人提交投标保证金的，应当在第二阶段提出。第三十一条　招标人终止招标的，应当及时发布公告，或者以书面形式通知被邀请的或者已经获取资格预审文件、招标文件的潜在投标人。已经发售资格预审文件、招标文件或者已经收取投标保证金的，招标人应当及时退还所收取的资格预审文件、招标文件的费用，以及所收取的投标保证金及银行同期存款利息。第三十二条　招标人不得以不合理的条件限制、排斥潜在投标人或者投标人。招标人有下列行为之一的，属于以不合理条件限制、排斥潜在投标人或者投标人：(一)就同一招标项目向潜在投标人或者投标人提供有差别的项目信息；(二)设定的资格、技术、商务条件与招标项目的具体特点和实际需要不相适应或者与合同履行无关；(三)依法必须进行招标的项目以特定行政区域或者特定行业的业绩、奖项作为加分条件或者中标条件；(四)对潜在投标人或者投标人采取不同的资格审查或者评标标准；(五)限定或者指定特定的专利、商标、品牌、原产地或者供应商；(六)依法必须进行招标的项目非法限定潜在投标人或者投标人的所有制形式或者组织形式；(七)以其他不合理条件限制、排斥潜在投标人或者投标人。第三章　投标第三十三","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
"10","462953300327245110","1","policy_1_9","中华人民共和国招标投标法实施条例","1/2/2012 00:00:00","10/12/2022 00:00:00","2024-01-19 14:19:30","的所有制形式或者组织形式；(七)以其他不合理条件限制、排斥潜在投标人或者投标人。第三章　投标第三十三条　投标人参加依法必须进行招标的项目的投标，不受地区或者部门的限制，任何单位和个人不得非法干涉。第三十四条　与招标人存在利害关系可能影响招标公正性的法人、其他组织或者个人，不得参加投标。单位负责人为同一人或者存在控股、管理关系的不同单位，不得参加同一标段投标或者未划分标段的同一招标项目投标。违反前两款规定的，相关投标均无效。第三十五条　投标人撤回已提交的投标文件，应当在投标截止时间前书面通知招标人。招标人已收取投标保证金的，应当自收到投标人书面撤回通知之日起5日内退还。投标截止后投标人撤销投标文件的，招标人可以不退还投标保证金。第三十六条　未通过资格预审的申请人提交的投标文件，以及逾期送达或者不按照招标文件要求密封的投标文件，招标人应当拒收。招标人应当如实记载投标文件的送达时间和密封情况，并存档备查。第三十七条　招标人应当在资格预审公告、招标公告或者投标邀请书中载明是否接受联合体投标。招标人接受联合体投标并进行资格预审的，联合体应当在提交资格预审申请文件前组成。资格预审后联合体增减、更换成员的，其投标无效。联合","https://www.shggzy.com/zhfgfg/496926","22/12/2025 15:42:27","22/12/2025 15:42:27"
