"id","title","publish_date","source_url","created_at"
"004f445c-fc11-176f-a386-f498c6060d2d","【政府采购】关于简化政府采购供应商资格审查有关事项的通知","2024-12-11","https://www.shggzy.com/shzchb/8116598","16/11/2025 12:34:07"
"00973dd5-44e2-4508-7359-730b32e022a7","国务院办公厅关于引导农村产权流转交易市场健康发展的意见","2024-10-23","https://www.shggzy.com/gjzcfg/8063187","16/11/2025 12:34:07"
"00f01354-5a59-1767-1f23-5a7017e87076","最高人民法院关于审理涉及农村集体土地行政案件若干问题的规定","2024-10-23","https://www.shggzy.com/gjzcfg/8063189","16/11/2025 12:34:07"
"00fd2021-d593-fcec-ab16-276c0d2644c9","【技术交易】上海技术交易所风险控制暂行规定","2024-12-31","https://www.shggzy.com/shzchb/8070488","16/11/2025 12:34:07"
"01996974-6092-9bff-0013-76debd6809bf","上海市公共资源交易中心隔夜评标操作指引 （试行）","2024-10-28","https://www.shggzy.com/zxzdgz/8068757","16/11/2025 12:34:07"
"02ab688d-385d-1526-2ad0-b6403d02b633","中共中央办公厅、国务院办公厅印发《关于引导农村土地经营权有序流转发展农业适度规模经营的意见》","2024-10-24","https://www.shggzy.com/gjzcfg/8064411","16/11/2025 12:34:06"
"04939387-93c6-adce-b13e-ca28138d527b","必须招标的工程项目规定","2018-06-01","https://www.shggzy.com/zhfggz/231508","16/11/2025 12:34:07"
"05782903-c235-6e30-d9cb-b419805019a9","中华人民共和国招标投标法实施条例","2022-12-10","https://www.shggzy.com/zhfgfg/496926","16/11/2025 12:34:06"
"0837e034-0481-2cf6-7763-2cf05920f86d","政府采购信息发布管理办法","2024-10-23","https://www.shggzy.com/gjzcfg/8063452","16/11/2025 12:34:07"
"08f3fb6d-77c0-f39d-7726-ac2827e7fe81","国务院关于建立完善守信联合激励和失信联合惩戒制度加快推进社会诚信建设的指导意见","2024-10-23","https://www.shggzy.com/gjzcfg/8063420","16/11/2025 12:34:07"
"094a044d-f900-4d3e-fdbe-5b54f6ce3181","【国有产权】关于印发《上海市产权交易场所管理实施办法（暂行）》的通知","2024-12-11","https://www.shggzy.com/shzchb/8116567","16/11/2025 12:34:07"
"0970006b-3eff-5a40-386e-99a63d670254","事业单位国有资产管理暂行办法","2020-12-10","https://www.shggzy.com/zhfggz/231515","16/11/2025 12:34:06"
"09ec4dae-796f-479e-7998-cec39fee421a","中华人民共和国文物保护法","2020-12-10","https://www.shggzy.com/zhfgfl/231488","16/11/2025 12:34:07"
"0bf95c6e-7cbb-f3bb-7924-9b2c948d1cd6","危险性较大的分部分项工程安全管理规定","2024-10-23","https://www.shggzy.com/gjzcfg/8063287","16/11/2025 12:34:07"
"0c27a348-45d2-5dd8-9ba3-f340d19f6178","农业部关于印发《农村土地经营权流转交易市场运行规范(试行)》的通知","2024-10-23","https://www.shggzy.com/gjzcfg/8063216","16/11/2025 12:34:07"
"0eb124ac-80db-996c-4419-128f6aadeb78","招标拍卖挂牌出让国有建设用地使用权规定","2024-10-23","https://www.shggzy.com/gjzcfg/8063461","16/11/2025 12:34:07"
"0f494c96-e758-2a8b-4678-543c472de8fe","国家发展和改革委员会、工业和信息化部、住房和城乡建设部等关于进一步规范电子招标投标系统建设运营的通知","2014-08-25","https://www.shggzy.com/zhfgwj/231521","16/11/2025 12:34:07"
"0f532993-d395-81ae-be47-592ae59c51bd","司法部关于印发《招标投标公证程序细则》的通知","2020-12-10","https://www.shggzy.com/zhfgwj/231533","16/11/2025 12:34:06"
"108cbd46-78ee-b89c-3ea1-2c393d110697","最高人民法院关于国有土地开荒后用于农耕的土地使用权转让合同纠纷案件如何适用法律问题的批复","2020-12-10","https://www.shggzy.com/zhfgfl/231492","16/11/2025 12:34:07"
"112aae30-d5c1-74dd-8d08-ff4fe890ca53","【建设工程】关于本市房屋建筑和市政工程施工项目推行电子招标投标的通知","2024-11-07","https://www.shggzy.com/shzchb/8082132","16/11/2025 12:34:07"
"122e66d8-91c4-8dab-55d7-32d0bc71872c","【政府采购】关于转发财政部《关于进一步加大政府采购支持中小企业力度的通知》的通知","2024-12-11","https://www.shggzy.com/shzchb/8116597","16/11/2025 12:34:07"
"12a58cf5-c74e-5957-060a-7d55e735e1cc","国务院关于印发《深入实施以人为本的  新型城镇化战略五年行动计划》的通知","2024-10-29","https://www.shggzy.com/gjzcfg/8070660","16/11/2025 12:34:07"
